subjectID,trial#,song_tempo,play_tempo,group,colour,section,match,song_mean,song_median,song_std,play_mean,play_median,play_std,play2_mean,play2_median,play2_std
15,0,5,5,SHINY, APPLE, 3,1,0.62738,0.655,0.0099665,0.73306,0.7425,0.001121,0.75889,0.75,0.001081
15,1,5,5,ASD,PURPLE,3,1,0.65857,0.66,0.00090536,0.77529,0.765,0.0016233,0.78556,0.78,0.0019732
15,2,3,3,TD,RED,2,1,0.49571,0.495,0.00090873,0.5772,0.585,0.0015272,0.61208,0.625,0.0042172
15,3,4,5,TD,PURPLE,3,0,0.85906,0.8625,0.0009674,0.86875,0.8725,0.000735,0.84559,0.825,0.0039309
15,4,4,4,ASD,PURPLE,1,1,0.42968,0.43,0.00033823,0.48067,0.475,0.00085644,0.47435,0.47,0.00050957
15,5,2,2,TD,RED,1,1,0.54083,0.54,0.00042319,0.5844,0.59,0.0016111,0.59521,0.6025,0.0011945
15,6,1,1,ASD,RED,3,1,0.72105,0.715,0.00050161,0.80029,0.81,0.0059983,0.78694,0.7825,0.0021328
15,7,4,4,TD,PURPLE,3,1,0.43177,0.43,0.00044758,0.44953,0.455,0.0013393,0.45422,0.455,0.00078243
15,8,5,5,TD,RED,1,1,0.65214,0.645,0.0013364,0.706,0.7,0.0026016,0.75395,0.75,0.0063655
15,9,4,2,ASD,RED,3,0,0.4329,0.435,0.00075296,0.44938,0.4475,0.00090121,0.47078,0.47,0.00058243
15,10,5,1,TD,RED,2,0,0.44565,0.34,0.02551,0.63239,0.64,0.0072156,0.68333,0.695,0.0053033
15,11,3,3,ASD,PURPLE,2,1,0.49704,0.495,0.00044858,0.52018,0.52,0.0015657,0.51946,0.5175,0.00084878
15,12,3,6,TD,RED,2,0,0.49722,0.5,0.0010449,0.52393,0.525,0.00092844,0.51518,0.515,0.00066386
15,13,6,3,ASD,PURPLE,2,0,0.5913,0.59,0.00095731,0.61063,0.6075,0.0041224,0.62022,0.615,0.0027443
15,14,1,2,TD,PURPLE,3,0,0.70684,0.715,0.0084811,0.74289,0.75,0.0020175,0.7825,0.7875,0.003039
15,15,2,2,ASD,RED,3,1,0.537,0.54,0.0012437,0.60083,0.6025,0.0011428,0.62,0.62,0.0014045
15,16,1,3,ASD,PURPLE,3,0,0.666,0.7125,0.017809,0.76167,0.7475,0.0076382,0.79368,0.81,0.0027412
15,17,3,2,ASD,RED,2,0,0.49741,0.49,0.00064494,0.545,0.545,0.00054615,0.54722,0.55,0.0018776
15,18,6,6,ASD,RED,1,1,0.59159,0.5875,0.0013604,0.62761,0.645,0.002977,0.64217,0.64,0.0014178
15,19,1,1,TD,PURPLE,3,1,0.72079,0.725,0.0017674,0.73316,0.74,0.0018645,0.72425,0.715,0.0053428
15,20,6,6,TD,RED,2,1,0.59174,0.595,0.0010809,0.5676,0.605,0.0098148,0.65886,0.6725,0.0043189
15,21,2,5,TD,RED,3,0,0.5404,0.54,0.0014436,0.59021,0.5875,0.004188,0.68,0.6825,0.0017167
15,22,6,2,TD,RED,2,0,0.59104,0.5975,0.00093039,0.64386,0.6475,0.0041189,0.64932,0.65,0.0018174
15,23,5,6,ASD,PURPLE,1,0,0.57688,0.645,0.01988,0.732,0.74,0.0034695,0.75316,0.74,0.0064839
15,24,2,1,ASD,RED,2,0,0.53846,0.5375,0.00088554,0.58958,0.5975,0.0030781,0.64196,0.635,0.0014585
