subjectID,trial#,song_tempo,play_tempo,group,colour,section,match,song_mean,song_median,song_std,play_mean,play_median,play_std,play2_mean,play2_median,play2_std
5,0,5,5,SHINY, APPLE, 3,1,0.66167,0.6625,0.0010912,0.68725,0.685,0.0014118,0.71075,0.715,0.00090599
5,1,5,5,ASD,RED,3,1,0.654,0.655,0.0017463,0.69475,0.695,0.0013749,0.7105,0.7125,0.0011103
5,2,6,6,ASD,RED,3,1,0.5885,0.5975,0.0017239,0.59437,0.59,0.00075503,0.62174,0.625,0.00083547
5,3,6,2,TD,PURPLE,1,0,0.58913,0.59,0.0013015,0.60457,0.605,0.0010157,0.63,0.62,0.00064318
5,4,3,5,TD,RED,3,0,0.4982,0.495,0.00058933,0.51389,0.51,0.00083718,0.50857,0.5175,0.00091085
5,5,2,1,ASD,RED,1,0,0.54292,0.5375,0.0010846,0.563,0.555,0.0014229,0.55481,0.56,0.0013298
5,6,3,6,ASD,PURPLE,3,0,0.49558,0.4975,0.0011487,0.52759,0.525,0.0007584,0.54741,0.525,0.012855
5,7,2,2,ASD,RED,2,1,0.53327,0.54,0.0034259,0.58083,0.56,0.012956,0.55346,0.56,0.0011195
5,8,1,1,TD,PURPLE,1,1,0.41548,0.36,0.018157,0.37487,0.37,0.0005466,0.36338,0.36,0.00058896
5,9,2,5,TD,PURPLE,1,0,0.61318,0.545,0.10484,0.5566,0.55,0.0010411,0.55115,0.55,0.0012346
5,10,3,3,TD,PURPLE,3,1,0.5372,0.495,0.022194,0.52111,0.525,0.0015372,0.52732,0.525,0.0015657
5,11,1,2,TD,PURPLE,2,0,0.72211,0.73,0.0023148,0.77361,0.77,0.0018524,0.81944,0.8175,0.00097614
5,12,4,2,ASD,RED,2,0,0.43268,0.4325,0.00036015,0.43015,0.42,0.0012664,0.42926,0.4125,0.0051396
5,13,4,4,ASD,RED,3,1,0.42629,0.43,0.0018533,0.42788,0.425,0.00085786,0.42368,0.4275,0.00066107
5,14,3,3,ASD,PURPLE,3,1,0.49519,0.485,0.0016875,0.52704,0.52,0.0016582,0.50207,0.495,0.0017081
5,15,5,3,ASD,RED,1,0,0.32919,0.325,0.00051896,0.33895,0.335,0.00043876,0.35756,0.35,0.0047439
5,16,6,6,TD,RED,1,1,0.59386,0.5925,0.0011427,0.59458,0.59,0.0011542,0.56019,0.5575,0.001437
5,17,4,1,TD,PURPLE,3,0,0.46367,0.435,0.035122,0.43561,0.43,0.0002715,0.43779,0.4375,0.00030938
5,18,1,6,ASD,PURPLE,2,0,0.72778,0.725,0.0014595,0.79917,0.755,0.061707,0.78889,0.785,0.0019369
5,19,5,5,TD,PURPLE,2,1,0.33792,0.33,0.0031405,0.36175,0.36,0.00040455,0.33409,0.3325,0.00090846
5,20,5,2,TD,RED,1,0,0.34447,0.335,0.0041808,0.34927,0.35,0.0002232,0.34952,0.3475,0.0010534
5,21,2,2,TD,PURPLE,1,1,0.5402,0.54,0.0025635,0.52259,0.525,0.0016757,0.52804,0.5375,0.001608
5,22,6,4,ASD,PURPLE,3,0,0.58842,0.59,0.0023557,0.58896,0.59,0.0010239,0.5846,0.58,0.0024415
5,23,1,1,ASD,RED,1,1,0.72158,0.725,0.0013251,0.77194,0.77,0.0065504,0.79194,0.8025,0.0030357
5,24,4,4,TD,RED,2,1,0.45516,0.415,0.013886,0.572,0.445,0.21362,0.44727,0.445,0.00042358
