subjectID,trial#,song_tempo,play_tempo,group,colour,section,match,song_mean,song_median,song_std,play_mean,play_median,play_std,play2_mean,play2_median,play2_std
20,0,6,6,SHINY, APPLE, 2,1,0.57771,0.635,0.021187,0.72553,0.74,0.0021692,0.79056,0.7875,0.00058497
20,1,6,6,ASD,PURPLE,2,1,0.5937,0.59,0.00085277,0.7095,0.7125,0.0018918,0.66909,0.715,0.021332
20,2,4,5,TD,RED,2,0,0.72,0.85,0.056022,0.87344,0.885,0.0040791,0.70095,0.81,0.085774
20,3,4,6,ASD,RED,3,0,0.86367,0.86,0.00065881,0.88933,0.9,0.0012031,0.89969,0.9075,0.0031816
20,4,3,3,ASD,PURPLE,2,1,0.50241,0.49,0.0037546,0.5575,0.5625,0.0037045,0.61458,0.605,0.0021911
20,5,1,1,ASD,RED,1,1,0.72289,0.71,0.0010842,0.78056,0.7675,0.0076791,0.80694,0.82,0.0067681
20,6,3,3,TD,RED,1,1,0.51712,0.51,0.0015543,0.59687,0.5775,0.0061061,0.60188,0.6125,0.0012692
20,7,2,2,TD,RED,1,1,0.55308,0.55,0.0023022,0.5766,0.57,0.0018098,0.5868,0.59,0.0025102
20,8,1,1,TD,RED,2,1,0.78722,0.72,0.066954,0.75289,0.755,0.0015342,0.74474,0.765,0.02471
20,9,5,4,TD,PURPLE,3,0,0.59375,0.645,0.020366,0.687,0.7175,0.016722,0.76605,0.775,0.0020849
20,10,5,5,ASD,RED,1,1,0.645,0.655,0.0043214,0.74944,0.74,0.0032232,0.69214,0.7,0.018099
20,11,4,4,ASD,RED,3,1,0.80583,0.8575,0.026068,0.825,0.83,0.00092187,0.83941,0.845,0.002309
20,12,6,2,ASD,PURPLE,2,0,0.65952,0.615,0.03047,0.68825,0.6825,0.0014534,0.65833,0.66,0.0038683
20,13,4,4,TD,RED,2,1,0.42662,0.4325,0.0027299,0.44484,0.44,0.0014572,0.45562,0.4575,0.0030206
20,14,3,4,TD,PURPLE,1,0,0.50304,0.5,0.0030117,0.54904,0.5525,0.001812,0.60063,0.585,0.020199
20,15,6,1,TD,PURPLE,3,0,0.59479,0.5975,0.0012054,0.4919,0.585,0.036644,0.479,0.5175,0.046046
20,16,3,2,ASD,RED,2,0,0.38861,0.445,0.018181,0.86938,0.6,0.747,0.74075,0.5775,0.14995
20,17,5,5,TD,PURPLE,1,1,1.2936,0.775,0.73791,2.6538,2.1625,6.0302,0.63556,0.6425,0.0026526
20,18,6,6,TD,RED,2,1,0.73889,0.6175,0.2207,1.1712,0.6725,1.8745,0.941,0.64,0.36189
20,19,2,2,ASD,PURPLE,2,1,0.51643,0.5375,0.033576,1.1104,1.2175,0.053238,0.67143,0.585,0.085163
20,20,2,6,TD,PURPLE,3,0,0.58083,0.54,0.025008,0.59375,0.5875,0.0024353,0.66682,0.6125,0.036297
20,21,5,4,ASD,RED,3,0,0.65,0.665,0.035733,0.73447,0.73,0.0057553,0.78412,0.74,0.030929
20,22,1,4,ASD,RED,2,0,0.72194,0.73,0.0020151,0.81265,0.79,0.013647,1.0336,0.935,0.12608
20,23,2,4,ASD,PURPLE,3,0,0.53385,0.54,0.0020906,0.63773,0.6425,0.0026065,0.62717,0.65,0.016504
20,24,1,4,TD,RED,2,0,0.72711,0.73,0.0015481,0.79556,0.795,0.0050114,0.84,0.77,0.061677
