subjectID,trial#,song_tempo,play_tempo,group,colour,section,match,song_mean,song_median,song_std,play_mean,play_median,play_std,play2_mean,play2_median,play2_std
19,0,4,3,SHINY, APPLE, 2,0,0.68737,0.665,0.012962,1.9371,0.78,7.7406,0.81,0.81,0.0010235
19,1,4,3,ASD,PURPLE,2,0,0.846,0.86,0.0072864,1.0082,1.0075,0.0016677,0.96633,0.965,0.0010302
19,2,3,3,TD,RED,1,1,0.4913,0.495,0.00092806,0.52833,0.525,0.00057115,0.55096,0.5425,0.00116
19,3,6,6,TD,RED,3,1,0.59386,0.595,0.00079269,0.66095,0.66,0.001209,0.69214,0.695,0.0013089
19,4,2,5,TD,RED,3,0,0.5384,0.545,0.0011098,0.61229,0.605,0.0011152,0.63109,0.635,0.00079308
19,5,1,2,TD,PURPLE,3,0,0.70921,0.725,0.0072007,0.80639,0.8,0.0019612,0.8975,0.8875,0.0045333
19,6,5,5,TD,RED,1,1,0.6605,0.6625,0.0017576,0.76972,0.765,0.0050161,0.84176,0.84,0.0022873
19,7,1,1,ASD,PURPLE,3,1,0.72763,0.73,0.002551,0.87031,0.8575,0.0023782,0.87688,0.8675,0.0058896
19,8,2,2,ASD,PURPLE,2,1,0.58375,0.54,0.046907,0.556,0.59,0.014944,0.61813,0.615,0.0017365
19,9,6,2,TD,RED,3,0,0.47317,0.5525,0.024978,0.6,0.63,0.010861,0.51138,0.605,0.038507
19,10,2,4,ASD,RED,3,0,0.54327,0.5375,0.0042859,0.59804,0.595,0.001379,0.61542,0.6075,0.0029042
19,11,3,3,ASD,RED,3,1,0.69175,0.51,0.11418,0.61239,0.55,0.033004,0.65087,0.595,0.036954
19,12,3,6,TD,RED,2,0,0.5516,0.495,0.027774,0.60913,0.555,0.031736,0.61687,0.5825,0.018921
19,13,5,6,ASD,RED,2,0,0.696,0.67,0.018596,0.78441,0.745,0.051568,0.7975,0.8025,0.0029449
19,14,4,6,TD,PURPLE,3,0,0.44609,0.4375,0.0066705,0.47167,0.44,0.011318,0.46258,0.465,0.0010815
19,15,6,1,ASD,PURPLE,1,0,0.67833,0.59,0.048038,0.85937,0.665,0.41956,0.86962,0.685,0.18003
19,16,1,1,TD,RED,1,1,0.79972,0.7375,0.055222,0.87312,0.83,0.038053,1.0479,0.925,0.14215
19,17,1,3,ASD,RED,2,0,0.71921,0.72,0.0017118,0.896,0.89,0.0018007,1.0011,0.925,0.074193
19,18,3,4,ASD,PURPLE,2,0,0.5584,0.51,0.051691,0.5628,0.56,0.0010877,0.5754,0.575,0.0022852
19,19,6,6,ASD,PURPLE,3,1,0.59523,0.59,0.0054654,0.62841,0.625,0.0030557,0.66455,0.6525,0.0032284
19,20,2,2,TD,RED,2,1,0.58565,0.535,0.022244,0.60848,0.605,0.0040124,0.715,0.6125,0.065916
19,21,4,4,ASD,RED,2,1,1.19,0.675,1.1333,0.62727,0.4725,0.055337,0.55019,0.475,0.036029
19,22,5,3,TD,RED,2,0,0.63841,0.65,0.010775,0.7825,0.7775,0.016968,0.80882,0.795,0.0034985
19,23,4,4,TD,PURPLE,3,1,0.43891,0.425,0.0075189,0.46097,0.46,0.0011107,0.4821,0.485,0.0017246
19,24,5,5,ASD,RED,1,1,0.65364,0.66,0.0076076,0.84594,0.78,0.10422,0.93794,0.845,0.081347
